sno,sna,total,available_rent_bikes,sarea,mday,latitude,longitude,ar,sareaen,snaen,aren,available_return_bikes,act,srcUpdateTime,updateTime,infoTime,infoDate
500107077,YouBike2.0_中山北路二段59巷口,12,3,中山區,2024/7/11 15:49,25.05606,121.5229,中山北路二段59之3號前,Zhongshan Dist,YouBike2.0_Ln. 59， Sec. 2， Zhongshan N. Rd.,No. 59-3， Sec. 2， Zhongshan N. Rd.,9,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500107078,YouBike2.0_永盛公園(民生東路一段23巷),24,5,中山區,2024/7/11 15:49,25.05873,121.52488,民生東路一段23巷/民生東路一段27巷口,Zhongshan Dist,YouBike2.0_Yongsheng Park(Ln. 23， Sec. 1， Minsheng E. Rd.),Ln. 23， Sec. 1， Minsheng E. Rd. & Ln. 27， Sec. 1， Minsheng E. Rd. Intersection,19,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500107079,YouBike2.0_新生錦州街口,20,6,中山區,2024/7/11 15:45,25.05955,121.52744,新生北路二段100號前,Zhongshan Dist,YouBike2.0_Xinsheng Rd. & Jinzhou St. Intersection,No. 100， Sec. 2， Xinsheng N. Rd.,14,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:45,2024/7/11
500107080,YouBike2.0_濱江街199巷口,15,10,中山區,2024/7/11 15:40,25.0734,121.53985,濱江街199巷(八號疏散門前),Zhongshan Dist,YouBike2.0_Ln. 199， Binjiang St.,Ln. 199， Binjiang St.,5,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:40,2024/7/11
500107081,YouBike2.0_大佳社區公園,15,5,中山區,2024/7/11 15:10,25.07275,121.5373,濱江街154巷對側,Zhongshan Dist,YouBike2.0_Dajia Community Park,Ln. 154， Binjiang St. (Opposite),10,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:10,2024/7/11
500107082,YouBike2.0_濱江果菜市場,22,14,中山區,2024/7/11 15:40,25.06807,121.53673,民族東路336號前,Zhongshan Dist,YouBike2.0_Binjiang Fruit and Vegetable Wholesale Market,No. 336， Minzu E. Rd.,8,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:40,2024/7/11
500107083,YouBike2.0_興安合江路口,29,15,中山區,2024/7/11 15:46,25.05619,121.53949,興安街60號對側,Zhongshan Dist,YouBike2.0_Xing'an St. & Hejiang St. Intersection,No. 60， Xing'an St. (Opposite),14,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:46,2024/7/11
500107084,YouBike2.0_復興北路514巷口東側,12,2,中山區,2024/7/11 15:48,25.06597,121.54117,復興北路514巷66號前側,Zhongshan Dist,YouBike2.0_Fuxing Rd. & Longjiang Rd. Intersection,No. 66， Ln. 514， Fuxing N. Rd.,10,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:48,2024/7/11
500107085,YouBike2.0_台泥大樓,18,4,中山區,2024/7/11 15:45,25.06142,121.52305,中山北路二段113-133號前,Zhongshan Dist,YouBike2.0_TCC Building,No. 113-133， Sec. 2， Zhongshan N. Rd.,14,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:45,2024/7/11
500107086,YouBike2.0_植福樂群路口,10,1,中山區,2024/7/11 15:24,25.08303,121.5604,植福路/樂群三路(西北側),Zhongshan Dist,YouBike2.0_Zhifu Rd. & Lequn Rd. Intersection,Zhifu Rd. & Lequn 3rd Rd. Intersection (Northwest),9,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:24,2024/7/11
500107087,YouBike2.0_新興公園,26,2,中山區,2024/7/11 15:48,25.06157,121.52439,錦州街13巷/中山北路二段137巷口(東南側),Zhongshan Dist,YouBike2.0_Xinxing Park,Ln. 13， Jinzhou St. & Ln. 137， Sec. 2， Zhongshan N. Rd. Intersection (Southeast),24,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:48,2024/7/11
500107088,YouBike2.0_南京伊通街口,11,1,中山區,2024/7/11 15:49,25.05189,121.53517,南京東路二段178-1號,Zhongshan Dist,YouBike2.0_Nanjing Rd. & Yitong St. Intersection,No. 178-1， Sec. 2， Nanjing E. Rd.,10,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500107089,YouBike2.0_南京龍江路口,24,12,中山區,2024/7/11 15:46,25.05205,121.54012,南京東路三段121號前,Zhongshan Dist,YouBike2.0_Nanjing Rd. & Longjiang Rd. Intersection,No. 121， Sec. 3， Nanjing E. Rd.,12,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:46,2024/7/11
500107090,YouBike2.0_撫順街41巷(崇德宮前),19,15,中山區,2024/7/11 15:37,25.06389,121.51916,撫順街41巷1-7號對側,Zhongshan Dist,YouBike2.0_Ln. 41， Fushun St. (Chongde Temple),No. 1-7， Ln. 41， Fushun St.,4,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:37,2024/7/11
500107091,YouBike2.0_臺北市立圖書館大直分館,20,17,中山區,2024/7/11 15:47,25.08152,121.54646,大直街28號對側,Zhongshan Dist,YouBike2.0_Taipei Public Library Dazhi Branch,No. 28， Dazhi St. (Opposite),3,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:47,2024/7/11
500107092,YouBike2.0_捷運大直站(1號出口),27,20,中山區,2024/7/11 15:49,25.0801,121.54708,北安路535之2號旁,Zhongshan Dist,YouBike2.0_MRT Dazhi Sta. (Exit 1),No. 535-2， Bei'an Rd.,7,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500107093,YouBike2.0_捷運松江南京站(4號出口),32,3,中山區,2024/7/11 15:47,25.0512,121.53312,松江路95-1至109號前方,Zhongshan Dist,YouBike2.0_MRT Songjiang Nanjing Sta. (Exit 4),No.109， Songjiang Rd.,29,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:47,2024/7/11
500107095,YouBike2.0_中429公園,21,5,中山區,2024/7/11 14:47,25.07864,121.55557,敬業三路177巷南側,Zhongshan Dist,YouBike2.0_hong 429 Park,Ln. 177， Jingye 3rd Rd. (South),16,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 14:47,2024/7/11
500107096,YouBike2.0_長春路137巷口,23,7,中山區,2024/7/11 15:45,25.05791,121.53114,民生東路二段134號前,Zhongshan Dist,YouBike2.0_Ln. 137， Changchun Rd.,No. 134， Sec. 2， Minquan E. Rd.,16,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:45,2024/7/11
500107097,YouBike2.0_松江民生路口,21,6,中山區,2024/7/11 15:41,25.05765,121.53299,松江路208號前,Zhongshan Dist,YouBike2.0_Songjiang Rd. & Minsheng Rd. Intersection,No. 208， Songjiang Rd.,15,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:41,2024/7/11
500107098,YouBike2.0_松江路132巷口,14,2,中山區,2024/7/11 15:43,25.05277,121.53013,吉林路100號對側,Zhongshan Dist,YouBike2.0_Ln. 132， Songjiang Rd.,No. 100， Jilin Rd. (Opposite),12,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:43,2024/7/11
500107099,YouBike2.0_長春吉林路口,10,8,中山區,2024/7/11 15:29,25.05481,121.53032,長春路120號前,Zhongshan Dist,YouBike2.0_Changchun Rd. & Jilin Rd. Intersection,No. 120， Changchun Rd.,2,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:29,2024/7/11
500107100,YouBike2.0_長春一江街口,11,3,中山區,2024/7/11 15:41,25.05488,121.53142,長春路135號前,Zhongshan Dist,YouBike2.0_Changchun Rd. & Yijiang St. Intersection,No. 135， Changchun Rd.,8,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:41,2024/7/11
500107101,YouBike2.0_捷運松江南京站(8號出口),25,12,中山區,2024/7/11 15:49,25.05215,121.53276,南京東路二段101號前,Zhongshan Dist,YouBike2.0_MRT Songjiang Nanjing Sta. (Exit 8),No. 101， Sec. 2， Nanjing E. Rd.,13,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500107102,YouBike2.0_南京一江街口,20,15,中山區,2024/7/11 15:49,25.05215,121.53171,南京東路二段85號前,Zhongshan Dist,YouBike2.0_Nanjing Rd. & Yijiang St. Intersection,No. 85， Sec. 2， Nanjing E. Rd.,5,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500107103,YouBike2.0_松江長春路口,16,7,中山區,2024/7/11 15:49,25.05499,121.53295,松江路158號前,Zhongshan Dist,YouBike2.0_Songjiang Rd. & Changchun Rd. Intersection,No. 158， Songjiang Rd.,9,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500107104,YouBike2.0_經國七海文化園區,15,4,中山區,2024/7/11 15:14,25.07802,121.53511,北安路301號前,Zhongshan Dist,YouBike2.0_Ching-kuo Chi-Hai Culture Park,No. 301， Bei'an Rd.,11,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:14,2024/7/11
500107105,YouBike2.0_民族玉門街口,20,18,中山區,2024/7/11 15:43,25.06873,121.52003,民族西路口與玉門街口東北側,Zhongshan Dist,YouBike2.0_Minzu Rd. & Yumen St. Intersection,Minzu W. Rd. & Yumen St. Intersection (Northeast),2,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:43,2024/7/11
500107106,YouBike2.0_新生農安街口,15,2,中山區,2024/7/11 15:46,25.06493,121.52778,新生北路三段與農安街口(高架橋下),Zhongshan Dist,YouBike2.0_Xinsheng Rd. & Nong'an St. Intersection,Sec. 3， Xinsheng N. Rd. & Nong'an St. Intersection,13,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:46,2024/7/11
500107107,YouBike2.0_稻江高級護理家事職業學校,14,2,中山區,2024/7/11 15:48,25.06532,121.52848,農安街77巷與農安街77巷1弄口,Zhongshan Dist,YouBike2.0_Daojiang Senior High School of Nursing and Home Economics,Ln. 77， Nong'an St. & Aly. 1， Ln. 77， Nong'an St. Intersection,12,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:48,2024/7/11
500107108,YouBike2.0_捷運大直站(3號出口)_1,18,0,中山區,2024/7/11 15:46,25.07934,121.54671,北安路458巷41弄52之1號前,Zhongshan Dist,YouBike2.0_MRT Dazhi Sta.(Exit 3)_1,No. 52-1， Aly. 41， Ln. 458， Bei'an Rd.,18,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:46,2024/7/11
500107109,YouBike2.0_樂群二明水路口_1,34,19,中山區,2024/7/11 15:45,25.07983,121.55236,樂群二路 / 明水路口(東側),Zhongshan Dist,YouBike2.0_Lequn 2nd Rd. & Mingshui Rd. Intersection,Lequn 2nd Rd. & Mingshui Rd. Intersection (East),15,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:45,2024/7/11
500107110,YouBike2.0_民權吉林路口(南側),16,13,中山區,2024/7/11 15:46,25.06245,121.53043,民權東路二段46號前,Zhongshan Dist,YouBike2.0_Minquan Rd. & Jilin Rd. Intersection,No. 46， Sec. 2， Minquan E. Rd.,3,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:46,2024/7/11
500107111,YouBike2.0_長春龍江路口,39,6,中山區,2024/7/11 15:48,25.05473,121.54026,長春路與龍江路口西北側,Zhongshan Dist,YouBike2.0_Changchun Rd. & Longjiang Rd. Intersection,Changchun Rd. & Longjiang Rd. Intersection (Northwest),33,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:48,2024/7/11
500107112,YouBike2.0_民權新生路口,26,11,中山區,2024/7/11 15:49,25.06305,121.52776,民權東路一段/新生北路三段(北側)(新生高架橋下),Zhongshan Dist,YouBike2.0_Minquan Rd. & Xinsheng Rd. Intersection,Sec. 1， Minquan E. Rd. & Sec. 3， Xinsheng N. Rd. Intersection (North),15,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500107113,YouBike2.0_建國長春路口(北側),30,4,中山區,2024/7/11 15:39,25.05476,121.53693,建國北路/長春路口(北側),Zhongshan Dist,YouBike2.0_Jianguo Rd. & Changchun Rd. Intersection,Jianguo N. Rd. & Changchun Rd. Intersection (North),26,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:39,2024/7/11
500107114,YouBike2.0_中山行政中心,30,15,中山區,2024/7/11 15:48,25.06432,121.53349,松江路/農安街口,Zhongshan Dist,YouBike2.0_Zhongshan District Household Registration Office,Songjiang Rd. & Nong'an St. Intersection,14,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:48,2024/7/11
500107115,YouBike2.0_臺北市立美術館_1,30,22,中山區,2024/7/11 15:38,25.07063,121.52327,中山北路三段(花博流行館前),Zhongshan Dist,YouBike2.0_Taipei Fine Arts Museum_1,Sec. 3， Zhongshan N. Rd. (Pavilion of New Fashion),8,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:38,2024/7/11
500107116,YouBike2.0_劍潭社區_1,42,22,中山區,2024/7/11 15:21,25.08476,121.53789,通北街143號前,Zhongshan Dist,YouBike2.0_Jiantan Community_1,No. 143， Tongbei St.,20,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:21,2024/7/11
500107117,YouBike2.0_濱江國小游泳池,16,6,中山區,2024/7/11 15:45,25.07818,121.56175,樂群二路266巷99號前,Zhongshan Dist,YouBike2.0_Binjiang Elementary School Swimming Pool,No. 99， Ln. 266， Lequn 2nd Rd.,10,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:45,2024/7/11
500107118,YouBike2.0_林森公園,32,12,中山區,2024/7/11 15:49,25.05223,121.52581,林森北路/南京東路一段,Zhongshan Dist,YouBike2.0_Linsen Park,Linsen N. Rd. ＆ Sec. 1， Nanjing E. Rd. Intersection,20,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500107119,YouBike2.0_中428公園,15,3,中山區,2024/7/11 14:24,25.07825,121.55337,樂群二路30巷/樂群二路116巷61弄,Zhongshan Dist,YouBike2.0_Zhong 428 Park,Ln. 30， Lequn 2nd Rd. & Aly. 61， Ln. 116， Lequn 2nd Rd. Intersection,12,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 14:24,2024/7/11
500107120,YouBike2.0_復華公園,20,18,中山區,2024/7/11 15:45,25.05339,121.5401,南京東路三段109巷/龍江路120巷,Zhongshan Dist,YouBike2.0_Fuhua Park,Ln. 109， Sec. 3， Nanjing E. Rd. & Ln. 120， Longjiang Rd. Intersection,2,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:45,2024/7/11
500107121,YouBike2.0_新生民族路口(西南側),15,2,中山區,2024/7/11 15:26,25.06819,121.52767,新生北路三段/民族東路(西南側),Zhongshan Dist,YouBike2.0_Xinsheng Rd. & Minzu Rd. Intersection,Sec. 3， Xinsheng N. Rd. & Minzu E. Rd. Intersection (Southwest),13,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:26,2024/7/11
500107122,YouBike2.0_捷運南京復興站(1號出口),21,4,中山區,2024/7/11 15:46,25.05253,121.54256,捷運南京復興站(1號出口)後方(遼寧街155巷),Zhongshan Dist,YouBike2.0_MRT Nanjing Fuxing Sta. (Exit.1),MRT Nanjing Fuxing Sta.(Exit.1) (Ln. 155， Liaoning St.),17,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:46,2024/7/11
500107123,YouBike2.0_八德市場(北側),26,5,中山區,2024/7/11 15:46,25.04478,121.53661,建國南路一段/市民大道交叉口(北側),Zhongshan Dist,YouBike2.0_Bade Market (North),Sec. 1， Jianguo S. Rd. & Civic Blvd. Intersection (North),21,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:46,2024/7/11
500107124,YouBike2.0_龍江朱崙街口,14,14,中山區,2024/7/11 15:23,25.05004,121.54043,龍江路/朱崙街口西北側,Zhongshan Dist,YouBike2.0_Longjiang Rd. & Zhulun St. Intersection,Longjiang Rd. & Zhulun St. Intersection (Northwest),0,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:23,2024/7/11
500107125,YouBike2.0_大直街94巷,15,2,中山區,2024/7/11 15:40,25.08431,121.54755,大直街94巷口,Zhongshan Dist,YouBike2.0_Ln. 94， Dazhi St.,Ln. 94， Dazhi St.,13,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:40,2024/7/11
500107126,YouBike2.0_捷運南京復興站(8號出口),25,12,中山區,2024/7/11 15:42,25.05196,121.5433,南京東路三段221號前,Zhongshan Dist,YouBike2.0_MRT Nanjing Fuxing Sta. (Exit.8),No. 221， Sec. 3， Nanjing E. Rd.,13,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:42,2024/7/11
500107127,YouBike2.0_民權建國路口(南側),15,0,中山區,2024/7/11 15:37,25.06228,121.53702,民權東路三段/建國北路二段(南側高架橋下),Zhongshan Dist,YouBike2.0_Minquan Rd. & Jianguo Rd. Intersection (South),Sec. 3， Minquan E. Rd. & Sec. 2， Jianguo N. Rd. (Under Elevated Bridge),15,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:37,2024/7/11
500107128,YouBike2.0_林森德惠街口,16,5,中山區,2024/7/11 15:34,25.06688,121.5257,德惠街11號東側,Zhongshan Dist,YouBike2.0_Linsen Rd. & Dehui St. Intersection,No. 11， Dehui St. (East),11,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:34,2024/7/11
500107129,YouBike2.0_新生濱江街口(東南側),21,10,中山區,2024/7/11 15:40,25.07059,121.52812,新生北路三段/濱江街口(東南側),Zhongshan Dist,YouBike2.0_Xinsheng Rd. & Binjiang St. Intersection (Southeast),Sec. 3， Xinsheng N. Rd. & Binjiang St. Intersection (Southeast),11,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:40,2024/7/11
500107130,YouBike2.0_新生北路一段62巷口,30,3,中山區,2024/7/11 15:29,25.04699,121.53075,新生北路一段64號對側,Zhongshan Dist,YouBike2.0_Ln. 62， Sec. 1， Xinsheng N. Rd.,No. 64， Sec. 1， Xinsheng N. Rd. (Opposite),27,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:29,2024/7/11
500107131,YouBike2.0_新生長春路口(東北側),19,5,中山區,2024/7/11 15:47,25.05532,121.52769,新生北路二段39-2號對側,Zhongshan Dist,YouBike2.0_Xinsheng Rd. & Changchun Rd. Intersection (Northeast),No. 39-2， Sec. 2， Xinsheng N. Rd. (Opposite),14,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:47,2024/7/11
500107132,YouBike2.0_捷運劍南路站(1號出口),21,4,中山區,2024/7/11 15:49,25.08519,121.55498,北安路807號,Zhongshan Dist,YouBike2.0_MRT Jiannan Rd. Sta. (Exit. 1),Ln. 807， Bei'an Rd.,12,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500107133,YouBike2.0_敬業三樂群三路口(西北側),22,0,中山區,2024/7/11 15:26,25.08272,121.55624,敬業三路/樂群三路口,Zhongshan Dist,YouBike2.0_Jingye 3rd Rd. & Lequn 3rd Rd. Intersection (Northwest),Jingye 3rd Rd. & Lequn 3rd Rd. Intersection,22,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:26,2024/7/11
500107134,YouBike2.0_長春路258巷2弄口,15,5,中山區,2024/7/11 15:49,25.05427,121.53896,長春路258巷6號北側,Zhongshan Dist,YouBike2.0_Aly. 2， Ln. 258， Changchun Rd.,No. 6， Ln. 258， Changchun Rd. (North),10,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500107135,YouBike2.0_長寧大廈社區(南側),15,5,中山區,2024/7/11 15:42,25.05418,121.54332,遼寧街201巷13號前,Zhongshan Dist,YouBike2.0_Zhangning Dasha Community (South),No. 13， Ln. 201， Liaoning St.,10,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:42,2024/7/11
500107136,YouBike2.0_建國五常街口,20,1,中山區,2024/7/11 15:48,25.06419,121.53732,建國北路三段/五常街,Zhongshan Dist,YouBike2.0_Jianguo Rd. & Wuchang St. Intersection,Sec. 3， Jianguo N. Rd. & Wuchang St. Intersection,19,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:48,2024/7/11
500107137,YouBike2.0_中山北路二段62巷口,12,10,中山區,2024/7/11 15:48,25.05676,121.52268,中山北路二段66號前,Zhongshan Dist,YouBike2.0_Ln. 62， Sec. 2， Zhongshan N. Rd.,No. 66， Sec. 2， Zhongshan N. Rd.,1,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:48,2024/7/11
500107138,YouBike2.0_市民安東街口,20,1,中山區,2024/7/11 15:39,25.0448,121.54213,市民大道三段179號前,Zhongshan Dist,YouBike2.0_Civic Blvd. & Andong St. Intersection,No. 179， Sec. 3， Civic Blvd.,19,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:39,2024/7/11
500107139,YouBike2.0_市民大道二段5巷口,15,15,中山區,2024/7/11 15:39,25.04812,121.52166,市民大道二段/市民大道二段5巷,Zhongshan Dist,YouBike2.0_Ln. 5， Sec. 2， Civic Blvd.,Sec. 2， Civic Blvd. & Ln. 5， Sec. 2， Civic Blvd. Intersection,0,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:39,2024/7/11
500107140,YouBike2.0_捷運中山站(3號出口),21,20,中山區,2024/7/11 15:48,25.05236,121.52212,南京西路1號前,Zhongshan Dist,YouBike2.0_MRT Zhongshan Sta. (Exit 3),No. 1， Nanjing W. Rd.,1,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:48,2024/7/11
500107141,YouBike2.0_建國北路高架橋下停車場G區,18,13,中山區,2024/7/11 15:45,25.05959,121.53682,建國北路高架橋下停車場G區,Zhongshan Dist,YouBike2.0_Jianguo N. Rd. Parking Lot (G),Jianguo N. Rd. Parking Lot (G),5,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:45,2024/7/11
500107142,YouBike2.0_朱崙公園,20,20,中山區,2024/7/11 15:45,25.04919,121.54198,龍江路45巷42號對側,Zhongshan Dist,YouBike2.0_Zhulun Park,No. 42， Ln. 45， Longjiang Rd.,0,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:45,2024/7/11
500107143,YouBike2.0_朱崙復興北路口,12,6,中山區,2024/7/11 15:37,25.04992,121.54379,復興北路56號,Zhongshan Dist,YouBike2.0_Zhulun St. & Fuxing N. Rd. Intersection,No. 56， Fuxing N. Rd.,6,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:37,2024/7/11
500107144,YouBike2.0_捷運行天宮站(4號出口),30,6,中山區,2024/7/11 15:49,25.06037,121.53283,松江路316號旁,Zhongshan Dist,YouBike2.0_MRT Xingtian Temple Sta. (Exit 4),No. 316， Songjiang Rd.,24,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500107145,YouBike2.0_建國北路三段86巷口,15,6,中山區,2024/7/11 14:40,25.06617,121.53526,建國北路三段/建國北路三段86巷,Zhongshan Dist,YouBike2.0_Ln. 86， Sec. 3， JianGuo N. Rd.,Sec. 3， Jianguo N. Rd. & Ln. 86， Sec. 3， Jianguo N. Rd. Intersection,9,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 14:40,2024/7/11
500107146,YouBike2.0_正守公園,15,9,中山區,2024/7/11 15:40,25.04808,121.52898,長安東路一段56巷/長安東路一段,Zhongshan Dist,YouBike2.0_ZhengShou Park,Ln. 56， Sec. 1， Chang'an E. Rd. & Sec. 1， Chang'an E. Rd. Intersection,4,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:40,2024/7/11
500107147,YouBike2.0_四平松江路口,18,5,中山區,2024/7/11 15:39,25.05366,121.53282,松江路148號旁,Zhongshan Dist,YouBike2.0_SiPing St. & SongJiang Rd. Intersection,No. 148， Songjiang Rd.,13,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:39,2024/7/11
500107149,YouBike2.0_北安通北街口,17,4,中山區,2024/7/11 15:46,25.07965,121.54148,北安路與通北街口東北側,Zhongshan Dist,YouBike2.0_BeiAn Rd. & TongBei St. Intersection,BeiAn Rd. & TongBei St. Intersection (Northeast),12,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:46,2024/7/11
500107150,YouBike2.0_民權東復興北路口(西北側),20,9,中山區,2024/7/11 15:26,25.06246,121.54323,民權東路三段69號前,Zhongshan Dist,YouBike2.0_MinQuan E. Rd. & FuXing N. Rd. Intersection (Northwest),No. 69， Sec. 3， MinQuan E. Rd.,11,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:26,2024/7/11
500107151,YouBike2.0_臺北市立大同高中,22,8,中山區,2024/7/11 15:47,25.05484,121.53521,長春路167號前,Zhongshan Dist,YouBike2.0_Taipei Municipal Datong High School,No. 167， ChangChun Rd.,14,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:47,2024/7/11
500107153,YouBike2.0_北安明水路口(自強隧道),12,8,中山區,2024/7/11 15:29,25.08578,121.55225,北安路/明水路(公車站：自強隧道),Zhongshan Dist,YouBike2.0_BeiAn Rd. & MingShui Rd. Intersection (ZiQiang Tunnel),BeiAn Rd. & MingShui Rd. Intersection (Bus Station：ZiQiang Tunnel),4,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:29,2024/7/11
500107154,YouBike2.0_中正國小(南京東路三段48巷),15,8,中山區,2024/7/11 15:31,25.05126,121.53845,南京東路三段48巷/龍江路76巷,Zhongshan Dist,YouBike2.0_Zhong Zheng Elementary School (Ln. 48， Sec. 3， NanJing E. Rd.),Ln. 48， Sec. 3， NanJing E. Rd. & Ln. 76， LongJiang Rd. Intersection,7,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:31,2024/7/11
500107155,YouBike2.0_臺北時代廣場,35,33,中山區,2024/7/11 15:41,25.08044,121.56152,植福路308號前,Zhongshan Dist,YouBike2.0_Times Square Taipei,No. 308， ZhiFu Rd.,1,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:41,2024/7/11
500107156,YouBike2.0_吉林農安街口(西北側),15,0,中山區,2024/7/11 15:49,25.06493,121.53034,吉林路388號,Zhongshan Dist,YouBike2.0_JiLin Rd. & NongAn St. Intersection (Northwest),No. 388， JiLin Rd.,15,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:49,2024/7/11
500107158,YouBike2.0_環山抽水站,21,9,中山區,2024/7/11 15:06,25.07734,121.5631,基湖路168號前,Zhongshan Dist,YouBike2.0_HuanShan Pumping Station,No. 168， JiHu Rd.,12,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:06,2024/7/11
500107159,YouBike2.0_民權中山路口(東北側),25,1,中山區,2024/7/11 15:39,25.06292,121.52299,中山北路二段171號,Zhongshan Dist,YouBike2.0_MinQuan E. Rd. & ZhongShan N. Rd. Intersection (Northeast),No. 171， Sec. 2， ZhongShan N. Rd.,24,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:39,2024/7/11
500107160,YouBike2.0_復興五常街口(西南側),26,1,中山區,2024/7/11 15:40,25.06409,121.54415,復興北路448號,Zhongshan Dist,YouBike2.0_FuXing N. Rd. & WuChang St. Intersection (Southwest),No. 448， FuXing N. Rd.,25,1,2024/7/11 15:49,2024/7/11 15:49,2024/7/11 15:40,2024/7/11
